momento,Potência Ativa Trifásica (kW),Ultrapassagem
2024-10-04 02:15:00,30.592602739726,False
2024-10-04 02:30:00,31.1230733944954,False
2024-10-04 02:45:00,30.9896907216495,False
2024-10-04 03:00:00,31.0564137931035,False
2024-10-04 03:15:00,30.8185567010309,False
2024-10-04 03:30:00,30.8671100917431,False
2024-10-04 03:45:00,30.7243785632839,False
2024-10-04 04:00:00,30.4230998851894,False
2024-10-04 04:15:00,30.4154482758621,False
2024-10-04 04:30:00,30.4538532110092,False
2024-10-04 04:45:00,30.7134246575342,False
2024-10-04 05:00:00,29.8540832395951,False
2024-10-04 05:15:00,30.3380689655172,False
2024-10-04 05:30:00,24.292750287687,False
2024-10-04 05:45:00,17.9797008055236,False
2024-10-04 06:00:00,17.1121325966851,False
2024-10-04 06:15:00,18.0918895027624,False
2024-10-04 06:30:00,20.2814553472988,False
2024-10-04 06:45:00,20.3362541073384,False
2024-10-04 07:00:00,18.8910967741936,False
2024-10-04 07:15:00,19.8589519650655,False
2024-10-04 07:30:00,21.9272008781559,False
2024-10-04 07:45:00,24.4593605292172,False
2024-10-04 08:00:00,26.538269441402,False
2024-10-04 08:15:00,26.9531360946746,False
2024-10-04 08:30:00,28.5460975609756,False
2024-10-04 08:45:00,37.6102646720368,False
2024-10-04 09:00:00,48.0933486766398,False
2024-10-04 09:15:00,53.1105638665132,False
2024-10-04 09:30:00,54.7378135788262,False
2024-10-04 09:45:00,54.7001150747986,False
2024-10-04 10:00:00,34.1407594936709,False
2024-10-04 10:15:00,29.3431070195627,False
2024-10-04 10:30:00,29.5518987341772,False
2024-10-04 10:45:00,28.0667433831991,False
2024-10-04 11:00:00,34.8388032220944,False
2024-10-04 11:15:00,30.974499424626,False
2024-10-04 11:30:00,31.075166858458,False
2024-10-04 11:45:00,29.1587571921749,False
2024-10-04 12:00:00,32.3399309551208,False
2024-10-04 12:15:00,30.7053960964409,False
2024-10-04 12:30:00,28.3405753739931,False
2024-10-04 12:45:00,23.7351438434983,False
2024-10-04 13:00:00,27.8198388952819,False
2024-10-04 13:15:00,29.5850402761795,False
2024-10-04 13:30:00,35.2812428078251,False
2024-10-04 13:45:00,40.1099654775604,False
2024-10-04 14:00:00,44.8281818181818,False
2024-10-04 14:15:00,41.6093793103448,False
2024-10-04 14:30:00,43.6001841196778,False
2024-10-04 14:45:00,47.7424626006905,False
2024-10-04 15:00:00,50.9990333716916,False
2024-10-04 15:15:00,52.2418411967779,False
2024-10-04 15:30:00,53.8492059838895,False
2024-10-04 15:45:00,51.2082393555811,False
2024-10-04 16:00:00,55.986835443038,False
2024-10-04 16:15:00,51.4804147465438,False
2024-10-04 16:30:00,40.5656616800921,False
2024-10-04 16:45:00,38.0904027617952,False
2024-10-04 17:00:00,36.2181081081081,False
2024-10-04 17:15:00,36.4701030927835,False
2024-10-04 17:30:00,35.669413118527,False
2024-10-04 17:45:00,37.0323590333717,False
2024-10-04 18:00:00,35.7054545454545,False
2024-10-04 18:15:00,40.6116455696203,False
2024-10-04 18:30:00,43.8205753739931,False
2024-10-04 18:45:00,44.3768757126568,False
2024-10-04 19:00:00,43.3186316989738,False
2024-10-04 19:15:00,45.0207134637514,False
2024-10-04 19:30:00,44.7435673187572,False
2024-10-04 19:45:00,44.8856616800921,False
2024-10-04 20:00:00,43.4854315304948,False
2024-10-04 20:15:00,42.9569585253456,False
2024-10-04 20:30:00,42.7434752589183,False
2024-10-04 20:45:00,36.8960644418872,False
2024-10-04 21:00:00,34.5243728423475,False
2024-10-04 21:15:00,33.3308630609896,False
2024-10-04 21:30:00,33.3565477560414,False
2024-10-04 21:45:00,33.0943153049482,False
2024-10-04 22:00:00,32.1903797468354,False
2024-10-04 22:15:00,31.046582278481,False
2024-10-04 22:30:00,32.2823475258918,False
2024-10-04 22:45:00,32.3838434982739,False
2024-10-04 23:00:00,31.8941772151899,False
2024-10-04 23:15:00,31.5018642117376,False
2024-10-04 23:30:00,31.8171806167401,False
2024-10-04 23:45:00,30.5763474387528,False
2024-10-05 00:00:00,30.7748216340621,False
2024-10-05 00:15:00,30.931829689298,False
2024-10-05 00:30:00,31.3104718066743,False
2024-10-05 00:45:00,31.4666513233602,False
2024-10-05 01:00:00,31.2138100558659,False
2024-10-05 01:15:00,30.7631186440678,False
2024-10-05 01:30:00,30.7289795918367,False
2024-10-05 01:45:00,30.7395918367347,False
2024-10-05 02:00:00,31.0219266055046,False
2024-10-05 02:15:00,30.6420618556701,False
2024-10-05 02:30:00,30.8753669724771,False
2024-10-05 02:45:00,30.8951425313569,False
2024-10-05 03:00:00,30.8984156142365,False
2024-10-05 03:15:00,30.7400457665904,False
2024-10-05 03:30:00,30.8576146788991,False
2024-10-05 03:45:00,31.0754794520548,False
2024-10-05 04:00:00,31.0352054794521,False
2024-10-05 04:15:00,30.4385354691076,False
2024-10-05 04:30:00,30.6760505166475,False
2024-10-05 04:45:00,30.5340961098398,False
2024-10-05 05:00:00,30.302752293578,False
2024-10-05 05:15:00,28.9876288659794,False
2024-10-05 05:30:00,23.314246260069,False
2024-10-05 05:45:00,22.7543972445465,False
2024-10-05 06:00:00,20.4570796460177,False
2024-10-05 06:15:00,18.2768329718004,False
2024-10-05 06:30:00,17.1581778741866,False
2024-10-05 06:45:00,18.0468891280947,False
2024-10-05 07:00:00,17.8185826771654,False
2024-10-05 07:15:00,18.0298617511521,False
2024-10-05 07:30:00,17.68,False
2024-10-05 07:45:00,17.4972413793103,False
2024-10-05 08:00:00,17.3675675675676,False
2024-10-05 08:15:00,17.7177272727273,False
2024-10-05 08:30:00,19.32,False
2024-10-05 08:45:00,21.8614039125432,False
2024-10-05 09:00:00,24.2032681242808,False
2024-10-05 09:15:00,28.1761104718067,False
2024-10-05 09:30:00,30.2420713463751,False
2024-10-05 09:45:00,31.1949790794979,False
2024-10-05 10:00:00,32.705797752809,False
2024-10-05 10:15:00,34.1957623318386,False
2024-10-05 10:30:00,35.9009673518742,False
2024-10-05 10:45:00,37.2211920529801,False
2024-10-05 11:00:00,36.4679260780287,False
2024-10-05 11:15:00,38.2512968299712,False
2024-10-05 11:30:00,39.1836593785961,False
2024-10-05 11:45:00,36.8867586206897,False
2024-10-05 12:00:00,38.632,False
2024-10-05 12:15:00,38.2008950086059,False
2024-10-05 12:30:00,37.7286303939963,False
2024-10-05 12:45:00,35.3394258373206,False
2024-10-05 13:00:00,32.33284164859,False
2024-10-05 13:15:00,32.1947859922179,False
2024-10-05 13:30:00,30.3749508196721,False
2024-10-05 14:00:00,29.7730693069307,False
2024-10-05 14:15:00,29.4237623762376,False
2024-10-05 16:15:00,20.16,False
2024-10-05 16:30:00,21.0157714285714,False
2024-10-05 16:45:00,21.6955862068966,False
2024-10-05 17:00:00,21.7841474654378,False
2024-10-05 17:15:00,21.8663917525773,False
2024-10-05 17:30:00,22.2623502304147,False
2024-10-05 17:45:00,22.1740987370838,False
2024-10-05 18:00:00,20.3035753176044,False
2024-10-05 18:15:00,19.539196326062,False
2024-10-05 18:30:00,24.5864672036824,False
2024-10-05 18:45:00,25.7147586206897,False
2024-10-05 19:00:00,26.7844137931035,False
2024-10-05 19:15:00,26.8823475258918,False
2024-10-05 19:30:00,26.4941772151899,False
2024-10-05 19:45:00,26.3110701956272,False
2024-10-05 20:00:00,27.2697931034483,False
2024-10-05 20:15:00,27.0,False
2024-10-05 20:30:00,26.1167779056387,False
2024-10-05 20:45:00,26.5451323360184,False
2024-10-05 21:00:00,26.1656616800921,False
2024-10-05 21:15:00,26.0132105868815,False
2024-10-05 21:30:00,26.0525661680092,False
2024-10-05 21:45:00,26.5055172413793,False
2024-10-05 22:00:00,26.0109131905299,False
2024-10-05 22:15:00,25.7137543053961,False
2024-10-05 22:30:00,25.8570310701956,False
2024-10-05 22:45:00,26.0094821634062,False
2024-10-05 23:00:00,26.0753509781358,False
2024-10-05 23:15:00,26.0044137931035,False
2024-10-05 23:30:00,26.0405523590334,False
2024-10-05 23:45:00,26.2315304948216,False
2024-10-06 00:00:00,25.7501262916188,False
2024-10-06 00:15:00,25.7675489067894,False
2024-10-06 00:30:00,25.559585730725,False
2024-10-06 00:45:00,26.1608275862069,False
2024-10-06 01:00:00,25.9251769911504,False
2024-10-06 01:15:00,25.9610738255034,False
2024-10-06 01:30:00,25.9216089385475,False
2024-10-06 01:45:00,25.7429572836802,False
2024-10-06 02:00:00,25.8552719200888,False
2024-10-06 02:15:00,25.6272786885246,False
2024-10-06 02:30:00,25.8148358862144,False
2024-10-06 02:45:00,25.8170305676856,False
2024-10-06 03:00:00,26.0140358744395,False
2024-10-06 03:15:00,26.1852631578947,False
2024-10-06 03:30:00,25.8150655021834,False
2024-10-06 03:45:00,25.8879478827362,False
2024-10-06 04:00:00,25.7681497797357,False
2024-10-06 04:15:00,25.8775545851528,False
2024-10-06 04:30:00,26.0617943107221,False
2024-10-06 04:45:00,25.840651465798,False
2024-10-06 05:00:00,25.4878439869989,False
2024-10-06 05:15:00,25.2242116868798,False
2024-10-06 05:30:00,16.601814159292,False
2024-10-06 05:45:00,16.9764473684211,False
2024-10-06 06:00:00,17.8792258064516,False
2024-10-06 06:15:00,17.0812885375494,False
2024-10-06 06:30:00,17.1805676855895,False
2024-10-06 06:45:00,15.6048822269807,False
2024-10-06 07:00:00,15.4219462465246,False
2024-10-06 07:15:00,15.7540820734341,False
2024-10-06 07:30:00,17.0378181818182,False
2024-10-06 07:45:00,18.1075247524753,False
2024-10-06 08:00:00,18.5586343612335,False
2024-10-06 08:15:00,19.87166858458,False
2024-10-06 08:30:00,23.1133256616801,False
2024-10-06 08:45:00,24.1974683544304,False
2024-10-06 09:00:00,28.4636133486766,False
2024-10-06 09:15:00,30.4318066743383,False
2024-10-06 09:30:00,32.6290909090909,False
2024-10-06 09:45:00,34.2335558112773,False
2024-10-06 10:00:00,35.8231070195627,False
2024-10-06 10:15:00,37.5279262672811,False
2024-10-06 10:30:00,38.707663981588,False
2024-10-06 10:45:00,39.5366168009206,False
2024-10-06 11:00:00,40.7350978135788,False
2024-10-06 11:15:00,40.4648275862069,False
2024-10-06 11:30:00,40.4268814729574,False
2024-10-06 11:45:00,40.5250632911392,False
2024-10-06 12:00:00,40.0026206896552,False
2024-10-06 12:15:00,39.4175115207373,False
2024-10-06 12:30:00,38.9225717566016,False
2024-10-06 12:45:00,37.9176524741082,False
2024-10-06 13:00:00,36.4868886337543,False
2024-10-06 13:15:00,35.06333716916,False
2024-10-06 13:30:00,33.5615172413793,False
2024-10-06 13:45:00,32.4948676639816,False
2024-10-06 14:00:00,30.3101938426454,False
2024-10-06 14:15:00,27.7983870967742,False
2024-10-06 14:30:00,25.3959493670886,False
2024-10-06 14:45:00,22.8030379746835,False
2024-10-06 15:00:00,19.6828965517241,False
2024-10-06 15:15:00,17.7804372842348,False
2024-10-06 15:30:00,17.0869505178366,False
2024-10-06 15:45:00,17.079079401611,False
2024-10-06 16:00:00,17.3864672036824,False
2024-10-06 16:15:00,17.5478200692042,False
2024-10-06 16:30:00,18.5025086306099,False
2024-10-06 16:45:00,19.627663981588,False
2024-10-06 17:00:00,19.4810126582279,False
2024-10-06 17:15:00,19.554752589183,False
2024-10-06 17:30:00,19.6719907940161,False
2024-10-06 17:45:00,19.0199309551208,False
2024-10-06 18:00:00,17.7613808975834,False
2024-10-06 18:15:00,23.1303107019563,False
2024-10-06 18:30:00,30.7309090909091,False
2024-10-06 18:45:00,30.960414269275,False
2024-10-06 19:00:00,31.7603682393556,False
2024-10-06 19:15:00,31.4475949367089,False
2024-10-06 19:30:00,31.7247410817031,False
2024-10-06 19:45:00,31.4103107019563,False
2024-10-06 20:00:00,30.7429228998849,False
2024-10-06 20:15:00,30.3704948216341,False
2024-10-06 20:30:00,30.6161565017261,False
2024-10-06 20:45:00,30.3129113924051,False
2024-10-06 21:00:00,30.340253164557,False
2024-10-06 21:15:00,30.4835903337169,False
2024-10-06 21:30:00,30.5884004602992,False
2024-10-06 21:45:00,30.4255926352129,False
2024-10-06 22:00:00,30.4907727272727,False
2024-10-06 22:15:00,30.3424423963134,False
2024-10-06 22:30:00,30.0979056386651,False
2024-10-06 22:45:00,30.5171461449942,False
2024-10-06 23:00:00,30.6679401611047,False
2024-10-06 23:15:00,30.38416570771,False
2024-10-06 23:30:00,30.6277560414269,False
2024-10-06 23:45:00,30.8208055235903,False
2024-10-07 00:00:00,30.5788722669735,False
2024-10-07 00:15:00,30.3400692041523,False
2024-10-07 00:30:00,30.1161334867664,False
2024-10-07 00:45:00,30.52750287687,False
2024-10-07 01:00:00,30.439271070615,False
2024-10-07 01:15:00,30.4767235494881,False
2024-10-07 01:30:00,30.4976670441676,False
2024-10-07 01:45:00,30.5567346938776,False
2024-10-07 02:00:00,30.6531818181818,False
2024-10-07 02:15:00,30.1842711864407,False
2024-10-07 02:30:00,30.2094144661309,False
2024-10-07 02:45:00,30.2735073779796,False
2024-10-07 03:00:00,30.5373195876289,False
2024-10-07 03:15:00,30.2099313501144,False
2024-10-07 03:30:00,30.2949618320611,False
2024-10-07 03:45:00,30.3689135254989,False
2024-10-07 04:00:00,30.3026262626263,False
2024-10-07 04:15:00,30.1617747440273,False
2024-10-07 04:30:00,30.2044897959184,False
2024-10-07 04:45:00,30.3513698630137,False
2024-10-07 05:00:00,30.6169460390356,False
2024-10-07 05:15:00,29.7822680412371,False
2024-10-07 05:30:00,20.9841561423651,False
2024-10-07 05:45:00,18.3818556701031,False
2024-10-07 06:00:00,17.2558659217877,False
2024-10-07 06:15:00,20.7602617230098,False
